job_position_name,educationaL_requirements,skills_required,matched_score,skills_count,educational_institution_name_count,degree_names_count,passing_years_count,educational_results_count,result_types_count,major_field_of_studies_count,professional_company_names_count,start_dates_count,end_dates_count,related_skils_in_job_count,positions_count,locations_count,extra_curricular_activity_types_count,extra_curricular_organization_names_count,role_positions_count,languages_count,proficiency_levels_count,certification_providers_count,certification_skills_count,issue_dates_count,expiry_dates_count,required_exp_years,min_age_required
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",35.0,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,5,25
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,89.33333329999999,7,2,2,2,2,2,2,3,3,1,3,3,3,2,2,2,2,2,0,0,0,0,5,0
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",65.0,12,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,2,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",65.0,7,2,2,2,2,2,2,3,3,1,3,3,3,2,2,2,2,2,0,0,0,0,5,30
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,85.0,10,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,10,2,2,2,0,0,2,3,3,3,3,3,3,0,0,0,1,1,0,0,0,0,1,25
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",71.66666670000001,20,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,0,0,1,0,1,0,4,0
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",85.0,15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,4,0
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",81.66666670000001,10,1,1,1,1,1,1,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,3,0
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",75.0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,85.0,15,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,20
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,38.3333333,13,3,3,3,0,0,3,7,7,7,7,7,0,0,0,0,2,2,0,0,0,0,1,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",57.6666667,12,3,3,3,3,3,3,5,5,5,5,5,5,1,1,1,0,0,0,0,0,0,1,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",68.33333329999999,16,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,2,0,2,0,5,24
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",85.0,5,1,1,1,0,0,1,3,3,3,0,3,3,1,1,1,1,1,0,0,0,0,1,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",65.0,20,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,24
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,81.66666670000001,7,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,3,40
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,71.66666670000001,12,3,3,0,0,0,3,5,5,5,0,5,5,1,1,1,0,0,2,0,2,1,1,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",71.0,60,2,2,2,2,2,2,6,6,6,0,6,6,0,0,0,2,2,0,0,0,0,15,52
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",26.666666700000004,55,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,25
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",78.33333333333333,20,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,2,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",58.3333333,5,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,5,30
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,78.33333329999999,20,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",48.3333333,12,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,30
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",46.6666667,15,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,2,2,0,0,1,22
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",78.33333329999999,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",34.0,24,6,6,6,6,6,6,5,5,5,5,5,5,0,0,0,3,3,1,1,1,1,1,25
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",81.66666670000001,32,2,1,1,1,0,2,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0,3,25
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,94.33333329999999,16,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",71.66666670000001,18,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",38.3333333,35,2,2,2,2,2,2,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,5,30
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,65.0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,78.33333329999999,10,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,1,0,1,0,3,40
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",28.333333333333332,65,2,2,2,0,0,2,4,4,4,4,4,4,1,1,1,4,4,1,0,0,0,2,25
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",81.66666670000001,32,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,1,25
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",48.3333333,12,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,2,0,2,0,1,25
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,54.99999999999999,17,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,20
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",65.0,13,2,2,2,0,0,0,1,1,1,1,1,0,2,0,2,0,0,0,0,0,0,5,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",38.3333333,10,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,15,52
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",65.0,9,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",62.0,15,2,2,2,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,22
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,65.0,13,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,40
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,85.0,9,2,2,2,1,1,2,3,3,3,3,3,3,2,2,2,0,0,3,1,3,0,3,40
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",75.0,20,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,15,52
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",85.0,21,2,2,2,1,1,2,4,3,3,4,4,2,0,0,0,0,0,0,0,0,0,5,30
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",76.00000000000001,36,1,1,1,0,0,1,6,6,5,6,6,6,0,0,0,0,0,0,0,0,0,4,0
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,81.66666666666667,27,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,0,0,2,1,2,0,5,0
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",85.0,27,5,5,4,3,0,5,6,5,2,6,6,6,0,0,0,3,3,0,0,0,0,4,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,75.0,10,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",35.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,25
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",65.0,66,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,3,25
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",85.0,9,2,2,2,1,1,2,3,3,3,3,3,3,2,2,2,0,0,3,1,3,0,1,25
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",77.0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,25
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",35.0,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,5,25
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",31.66666666666666,13,1,1,1,0,0,1,3,3,3,0,3,3,1,1,1,0,0,1,0,1,0,2,25
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,71.66666670000001,16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,71.66666670000001,6,2,2,2,2,2,2,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,3,40
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",68.33333329999999,9,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,5,0
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",35.0,16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,25
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",51.66666669999999,15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,5,30
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",87.3333333,29,1,1,0,0,0,0,4,4,4,4,4,1,0,0,0,0,0,2,0,0,0,3,25
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",54.99999999999999,40,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,0,0,0,0,0,0,3,0
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,65.0,10,1,1,1,0,0,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,85.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,20
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",85.0,38,1,1,1,1,1,1,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,25
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",35.0,10,1,1,1,0,0,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,15,52
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",79.33333329999999,17,2,2,2,0,0,2,3,3,3,0,3,3,0,0,0,0,0,6,3,0,1,5,28
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",38.3333333,18,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,30
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",56.666666666666664,45,2,2,2,2,2,2,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",68.33333329999999,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,22
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",71.0,9,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,0,0,1,1,1,1,5,28
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,65.0,6,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,0
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,48.3333333,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,18
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,65.0,15,2,2,2,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,69.33333333333334,31,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,0,0,2,2,2,0,0,18
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",35.0,17,2,2,2,0,0,2,3,3,3,0,3,3,0,0,0,0,0,6,3,0,1,1,0
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,85.0,106,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,5,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,60.66666666666667,4,1,1,0,1,0,1,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,3,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",65.0,12,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,28
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,85.0,7,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,0,20
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",88.3333333,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",31.66666666666666,20,2,2,2,2,2,2,4,4,4,2,4,4,0,0,0,3,3,1,0,1,0,5,24
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,68.3333,27,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",62.0,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",85.0,15,2,1,2,0,0,1,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,3,25
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",76.16666666666667,47,2,2,2,2,2,2,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,1,25
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",65.0,14,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,25
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",35.0,8,2,2,2,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,25
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",54.99999999999999,61,3,3,0,1,1,3,8,8,8,8,8,8,1,1,1,0,0,1,1,0,0,1,22
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",85.0,13,3,3,3,0,0,3,7,7,7,7,7,0,0,0,0,2,2,0,0,0,0,4,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,78.33333329999999,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",85.0,22,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,22
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",55.00000000000001,29,1,1,0,0,0,0,4,4,4,4,4,1,0,0,0,0,0,2,0,0,0,1,22
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",65.0,22,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,0,0,4,4,4,0,2,25
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,38.3333333,7,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,20
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",65.0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",85.0,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",78.33333329999999,14,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,25
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",45.0,6,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,2,2,0,0,0,0,2,25
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,51,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,0,0,0,0,0,0,1,25
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",65.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",85.0,51,2,2,2,2,2,2,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,4,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,31,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,0,0,2,2,2,0,1,25
